precursor	mirbase_id	chr	strand	start	end	type	intron_exon_pos	orientation_to_host	distance_upstream_exon	exp_mature	host_symbol	host_start	host_end	host_strand	Cerebellum	Heart	Testis	Brain	Kidney
hsa-mir-766	MI0003836	chrX	-	118780701	118780811	intronic	5	sense	3089	hsa-miR-766-3p	SEPT6	118749688	118827333	-	13.14	5.95	13.01	22.37	2.68
hsa-mir-7160	MI0023621	chr8	+	2024669	2024720	intronic	11	sense	307	hsa-miR-7160-3p	MYOM2	1993158	2093380	+	0	16.65	0	0.63	0.18
hsa-mir-548c	MI0003630	chr12	+	65016289	65016385	intronic	1	sense	11766	none	RASSF3	65004293	65091347	+	0	0	0	0	0
hsa-mir-7156	MI0023616	chr1	+	77525828	77525887	intronic	4	sense	9778	hsa-miR-7156-5p	ST6GALNAC5	77333186	77529737	+	0	0	0.39	3.17	0
hsa-mir-5739	MI0019412	chr22	+	28855857	28855936	intronic	2	antisense	169604	none	TTC28	28374002	29075853	-	0	0	0	0	0
hsa-mir-3160-1	MI0014189	chr11	-	46473355	46473439	intronic	11	sense	41719	none	AMBRA1	46417962	46615619	-	0	0	0	0	0
hsa-mir-567	MI0003573	chr3	+	111831648	111831745	intronic	4	sense	3188	none	C3orf52	111805182	111837073	+	0	0	0	0	0
hsa-mir-4306	MI0015836	chr13	+	100295313	100295403	intronic	1	sense	36302	hsa-miR-4306	CLYBL	100258919	100549388	+	0	0.24	0	0	0
hsa-mir-8058	MI0025894	chr16	+	82722536	82722624	intronic	1	sense	61794	none	CDH13	82660399	83830215	+	0	0	0	0	0
hsa-mir-342	MI0000805	chr14	+	100575992	100576090	intronic	3	sense	11997	hsa-miR-342-5p	EVL	100531751	100610573	+	343.52	36.16	20.49	160.39	22.13
hsa-mir-4728	MI0017365	chr17	+	37882748	37882814	intronic	26	sense	642	hsa-miR-4728-5p	ERBB2	37844393	37884915	+	0	0	0	0	0.18
hsa-mir-548ah	MI0016796	chr4	+	77496704	77496779	intronic	2	sense	19788	hsa-miR-548ah-5p	SHROOM3	77356253	77704405	+	0	0	0	0.16	0.71
hsa-mir-105-2	MI0000112	chrX	-	151562884	151562964	intronic	1	sense	56654	hsa-miR-105-3p	GABRA3	151335634	151619831	-	0.22	0	0	0	0
hsa-mir-1184-3	MI0015972	chrX	+	154687178	154687276	exonic	1	sense	0	none	F8A1	154611749	154613450	+	0	0	0	0	0
hsa-mir-6833	MI0022678	chr6	+	32147593	32147653	intronic	3	sense	53	hsa-miR-6833-3p	RNF5	3488986	3491394	+	0.22	0	0	0.16	0.18
hsa-mir-6719	MI0022554	chr19	-	40320356	40320442	intronic	5	sense	78	none	DYRK1B	40315990	40324841	-	0	0	0	0	0
hsa-mir-6736	MI0022581	chr1	+	145584423	145584481	intronic	11	sense	126	hsa-miR-6736-5p	PIAS3	145575988	145586546	+	0.22	0	0	0	0
hsa-mir-15b	MI0000438	chr3	+	160122376	160122473	intronic	5	sense	84	hsa-miR-15b-5p	SMC4	160117430	160152741	+	135.67	174.86	285.33	65.04	143.33
hsa-mir-4439	MI0016782	chr2	-	225875178	225875257	intronic	1	sense	31712	hsa-miR-4439	DOCK10	225629807	225907330	-	0	0	0	0.16	0
hsa-mir-6798	MI0022643	chr19	+	49513163	49513229	intronic	7	sense	24	none	RUVBL2	49497156	49519182	+	0	0	0	0	0
hsa-mir-1245b	MI0017431	chr2	-	189842819	189842887	intronic	1	antisense	3525	hsa-miR-1245b-3p	COL3A1	189839099	189877472	+	0	0.48	0	0	0
hsa-mir-4251	MI0015861	chr1	+	3044539	3044599	intronic	1	sense	58679	none	PRDM16	2985742	3355185	+	0	0	0	0	0
hsa-mir-6846	MI0022692	chr8	-	145112224	145112283	intronic	10	sense	68	hsa-miR-6846-5p	OPLAH	145106167	145115584	-	0.22	0	0	0	0
hsa-mir-320e	MI0014234	chr19	-	47212550	47212602	intronic	4	sense	1562	hsa-miR-320e	PRKD2	47177573	47220384	-	0.22	0	0	0	0
hsa-mir-4317	MI0015850	chr18	-	6374360	6374424	intronic	1	sense	40376	none	L3MBTL4	5954705	6414910	-	0	0	0	0	0
hsa-mir-1273d	MI0014254	chr1	+	10287776	10287861	intronic	1	sense	16840	hsa-miR-1273d	KIF1B	10270764	10441661	+	0	0.24	0	0	0
hsa-mir-7161	MI0023619	chr6	+	159030739	159030822	intronic	10	sense	957	hsa-miR-7161-3p	TMEM181	158957468	159056467	+	0	0	101.28	0	0
hsa-mir-190a	MI0000486	chr15	+	63116156	63116240	intronic	51	sense	3347	hsa-miR-190a-5p	TLN2	62939510	63136829	+	0.89	259.8	89.86	29.83	332.34
hsa-mir-4659a	MI0017287	chr8	+	6602685	6602765	intronic	5	sense	3413	hsa-miR-4659a-3p	AGPAT5	6565878	6619021	+	0	0	0.39	0.16	0
hsa-mir-6873	MI0022720	chr6	-	33255004	33255066	intronic	8	sense	66	hsa-miR-6873-3p	WDR46	4479119	4489547	-	0.45	0.24	0	0.16	0
hsa-mir-26a-1	MI0000083	chr3	+	38010895	38010971	intronic	4	sense	1522	hsa-miR-26a-5p	CTDSPL	37903669	38025960	+	12671	13881.8	18008.6	8691.57	15040.8
hsa-mir-618	MI0003632	chr12	-	81329515	81329612	intronic	1	sense	1808	hsa-miR-618	LIN7A	81191171	81331694	-	22.5	7.14	0.79	2.22	5
hsa-mir-6753	MI0022598	chr11	+	67812261	67812424	intronic	4	sense	450	none	TCIRG1	67806462	67818366	+	0	0	0	0	0
hsa-mir-181a-2	MI0000269	chr9	+	127454721	127454830	intronic	2	antisense	40757	hsa-miR-181a-5p	NR6A1	127284703	127533576	-	132530	9068.38	1646.57	131761	9135.37
hsa-mir-454	MI0003820	chr17	-	57215119	57215233	intronic	1	sense	17259	hsa-miR-454-5p	SKA2	57187308	57232800	-	0.45	1.19	0	0.16	0.36
hsa-mir-6799	MI0022644	chr19	+	50295123	50295191	intronic	4	sense	9142	none	AP2A1	50270180	50310369	+	0	0	0	0	0
hsa-mir-4783	MI0017428	chr2	-	128181113	128181194	intronic	6	antisense	129	hsa-miR-4783-3p	PROC	128175996	128186822	+	0	0	0	0.32	0
hsa-mir-378j	MI0021273	chr17	-	35974976	35975084	intronic	14	sense	3253	hsa-miR-378j	DDX52	35972363	36003493	-	0	0	0	0	0.18
hsa-mir-3177	MI0014211	chr16	+	1784986	1785067	intronic	4	sense	5407	hsa-miR-3177-5p	MAPK8IP3	1756221	1820318	+	0.22	0	0	0	0
hsa-mir-6755	MI0022600	chr11	+	85989375	85989440	exonic	11	sense	0	hsa-miR-6755-5p	EED	85955806	85989785	+	2	0.95	0	0.79	1.25
hsa-mir-218-1	MI0000294	chr4	+	20529898	20530007	intronic	15	sense	3103	hsa-miR-218-5p	SLIT2	20255235	20620788	+	89.78	38.07	15.76	64.25	117.09
hsa-mir-106b	MI0000734	chr7	-	99691616	99691697	intronic	13	sense	99	hsa-miR-106b-3p	MCM7	99690404	99699427	-	21.16	8.8	5.52	16.34	7.67
hsa-mir-26b	MI0000084	chr2	+	219267369	219267445	intronic	4	sense	241	hsa-miR-26b-3p	CTDSP1	219263061	219270664	+	4.68	7.85	5.52	5.24	4.28
hsa-mir-489	MI0003124	chr7	-	93113248	93113331	intronic	3	sense	2912	hsa-miR-489-3p	CALCR	93053799	93204042	-	0	2.38	4.34	0.32	13.57
hsa-mir-199a-2	MI0000281	chr1	-	172113675	172113784	intronic	14	antisense	13247	hsa-miR-199a-3p	DNM3	171810621	172381857	+	3.34	284.3	775.2	3.33	462.46
hsa-mir-7973-2	MI0025749	chr15	-	51606229	51606304	intronic	1	sense	24388	none	CYP19A1	51500254	51630795	-	0	0	0	0	0
hsa-mir-500b	MI0015903	chrX	+	49775280	49775358	intronic	3	sense	85356	hsa-miR-500b-5p	CLCN5	49687225	49863892	+	0.89	0.71	2.36	0.79	2.68
hsa-mir-8080	MI0025916	chr2	-	80093621	80093709	intronic	4	antisense	8316	none	CTNNA2	79740060	80875988	+	0	0	0	0	0
hsa-mir-4758	MI0017399	chr20	-	60907543	60907613	exonic	27	sense	0	none	LAMA5	60884121	60942368	-	0	0	0	0	0
hsa-mir-136	MI0000475	chr14	+	101351039	101351120	exonic	1	antisense	0	hsa-miR-136-5p	RTL1	101346992	101351184	-	2.9	25.22	173.8	15.55	14.64
hsa-mir-936	MI0005758	chr10	-	105807847	105807944	exonic	30	sense	0	none	COL17A1	105791046	105845638	-	0	0	0	0	0
hsa-mir-342	MI0000805	chr14	+	100575992	100576090	intronic	3	sense	11997	hsa-miR-342-3p	EVL	100531751	100610573	+	586.12	254.8	31.53	311.9	113.88
hsa-mir-511	MI0003127	chr10	+	17887107	17887193	intronic	5	sense	4302	hsa-miR-511-5p	MRC1	17851362	17953178	+	1.34	4.04	1.58	0.32	1.07
hsa-mir-6733	MI0022578	chr1	-	43637323	43637383	intronic	2	sense	174	hsa-miR-6733-5p	EBNA1BP2	43629845	43638241	-	0	0	0	0.16	0
hsa-mir-559	MI0003565	chr2	+	47604814	47604909	intronic	5	sense	598	none	EPCAM	47596287	47614167	+	0	0	0	0	0
hsa-mir-194-1	MI0000488	chr1	-	220291499	220291583	intronic	12	antisense	3683	hsa-miR-194-5p	IARS2	220267455	220321383	+	224.56	82.32	51.63	51.56	4214.99
hsa-mir-204	MI0000284	chr9	-	73424891	73425000	intronic	6	sense	17763	hsa-miR-204-5p	TRPM3	73149966	73736514	-	333.72	1.19	44.93	27.6	153.5
hsa-mir-4680	MI0017312	chr10	+	112657848	112657913	exonic	13	sense	0	hsa-miR-4680-5p	PDCD4	112631553	112659764	+	0	0	0	0.16	0
hsa-mir-5588	MI0019147	chr3	-	184970998	184971060	intronic	1	sense	554	hsa-miR-5588-3p	EHHADH	184908412	184971886	-	0.45	3.09	0.39	0.32	13.92
hsa-mir-1180	MI0006273	chr17	-	19247819	19247887	intronic	5	sense	2695	hsa-miR-1180-5p	B9D1	19240867	19281495	-	0	0	0	0	0.18
hsa-mir-4665	MI0017295	chr9	+	6007826	6007904	exonic	1	antisense	0	hsa-miR-4665-5p	KIAA2026	5919008	6008003	-	0.89	0	0	0.16	0.18
hsa-mir-6833	MI0022678	chr6	+	32147593	32147653	intronic	3	sense	53	hsa-miR-6833-3p	RNF5	3460903	3463311	+	0.22	0	0	0.16	0.18
hsa-mir-4685	MI0017317	chr10	-	100191049	100191117	intronic	6	sense	2623	hsa-miR-4685-3p	HPS1	100175955	100206704	-	0	0	0	0.16	0
hsa-mir-6505	MI0022217	chr12	+	48526580	48526650	intronic	4	sense	1404	hsa-miR-6505-5p	PFKM	48499656	48540187	+	1.56	35.92	0.79	14.12	2.32
hsa-mir-6863	MI0022710	chr16	+	56938176	56938265	intronic	24	sense	1756	hsa-miR-6863	SLC12A3	56899119	56949762	+	0	0	0	0	13.92
hsa-mir-548ak	MI0016840	chr10	-	12172759	12172815	intronic	1	antisense	966	none	SEC61A2	12171640	12211957	+	0	0	0	0	0
hsa-mir-4668	MI0017298	chr9	+	114694380	114694449	intronic	7	sense	743	hsa-miR-4668-5p	UGCG	114659206	114695433	+	0	0	0	0.32	0
hsa-mir-6833	MI0022678	chr6	+	32147593	32147653	intronic	3	sense	53	none	RNF5	3616843	3619251	+	0	0	0	0	0
hsa-mir-6797	MI0022642	chr19	+	42373697	42373768	intronic	4	sense	413	none	RPS19	42363988	42375484	+	0	0	0	0	0
hsa-mir-126	MI0000471	chr9	+	139565054	139565138	intronic	6	sense	272	hsa-miR-126-5p	EGFL7	139553308	139567130	+	6.24	4314.96	1093.24	146.75	983.65
hsa-mir-1288	MI0006432	chr17	+	16185328	16185402	intronic	2	sense	47944	hsa-miR-1288-5p	PIGL	16120509	16229573	+	0	0.24	0	0	0.36
hsa-mir-6815	MI0022660	chr21	+	46898180	46898240	intronic	7	sense	301	hsa-miR-6815-5p	COL18A1	46825097	46933634	+	0	0.48	0	0.16	0
hsa-mir-27b	MI0000440	chr9	+	97847727	97847823	intronic	14	sense	2726	hsa-miR-27b-5p	C9orf3	97488951	97849500	+	97.35	795.09	43.35	97.73	191.16
hsa-mir-30e	MI0000749	chr1	+	41220027	41220118	intronic	5	sense	1109	hsa-miR-30e-5p	NFYC	41157242	41237275	+	1968.66	24637.9	5388.59	3943.94	28391
hsa-mir-554	MI0003559	chr1	+	151518272	151518367	intronic	1	sense	5370	none	TUFT1	151512781	151556059	+	0	0	0	0	0
hsa-mir-6857	MI0022703	chrX	-	53432605	53432697	intronic	10	sense	6	none	SMC1A	53401070	53449618	-	0	0	0	0	0
hsa-mir-4505	MI0016868	chr14	+	74225450	74225522	intronic	1	antisense	28283	none	ELMSAN1	74181825	74253896	-	0	0	0	0	0
hsa-mir-6869	MI0022716	chr20	-	1373544	1373605	intronic	1	sense	1	none	FKBP1A	1349621	1373816	-	0	0	0	0	0
hsa-mir-4632	MI0017259	chr1	+	12251770	12251830	intronic	3	sense	628	hsa-miR-4632-3p	TNFRSF1B	12227060	12269277	+	0	0.24	0	0	0
hsa-mir-4648	MI0017275	chr7	+	2566708	2566779	intronic	8	sense	153	hsa-miR-4648	LFNG	2552163	2568810	+	0	0.48	0	0.32	0
hsa-mir-6832	MI0022677	chr6	+	31601564	31601635	intronic	17	sense	140	hsa-miR-6832-5p	PRRC2A	2882091	2899191	+	0	0	0	0.16	0
hsa-mir-6737	MI0022582	chr1	-	153934827	153934896	intronic	3	sense	109	hsa-miR-6737-3p	SLC39A1	153931588	153940188	-	0	0	0	0.16	0
hsa-mir-5010	MI0017878	chr17	+	40666206	40666325	exonic	20	sense	0	hsa-miR-5010-3p	ATP6V0A1	40610862	40674597	+	0	0.24	0	1.75	0.18
hsa-mir-4485	MI0016846	chr11	-	10529817	10529873	exonic	1	sense	0	hsa-miR-4485	MTRNR2L8	10529434	10530723	-	0.89	0.24	0	0.32	0.36
hsa-mir-199b	MI0000282	chr9	-	131007000	131007109	intronic	14	antisense	2376	hsa-miR-199b-3p	DNM1	130965663	131017527	+	1.78	142.27	387.4	1.75	231.14
hsa-mir-4681	MI0017313	chr10	+	121137484	121137555	intronic	2	sense	51361	hsa-miR-4681	GRK5	120967197	121215131	+	0	0	0	0.16	0
hsa-mir-3133	MI0014153	chr2	+	242417320	242417397	intronic	19	sense	1918	hsa-miR-3133	FARP2	242295664	242434256	+	0	0	0	0.16	0.18
hsa-mir-204	MI0000284	chr9	-	73424891	73425000	intronic	6	sense	17763	hsa-miR-204-3p	TRPM3	73149966	73736514	-	46.56	0	20.49	6.66	2.14
hsa-mir-5088	MI0017977	chr19	+	50185374	50185452	intronic	3	sense	52	none	PRMT1	50180409	50191707	+	0	0	0	0	0
hsa-mir-634	MI0003649	chr17	+	64783190	64783286	intronic	15	sense	98	none	PRKCA	64298926	64806862	+	0	0	0	0	0
hsa-mir-1229	MI0006319	chr5	-	179225278	179225346	intronic	12	sense	1	hsa-miR-1229-3p	MGAT4B	179224598	179233952	-	1.34	0	0	1.43	0
hsa-mir-3690-1	MI0016091	chrX	+	1412811	1412885	intronic	7	sense	3409	hsa-miR-3690	CSF2RA	1337693	1378828	+	0.89	1.67	0.39	0.63	1.25
hsa-mir-6747	MI0022592	chr11	-	62334483	62334543	intronic	6	sense	328	hsa-miR-6747-3p	EEF1G	62327073	62341460	-	0	0	0	0.16	0.18
hsa-mir-1234	MI0006324	chr8	-	145625476	145625559	intronic	9	sense	1	hsa-miR-1234-3p	CPSF1	145618446	145634733	-	0.67	0	0	0	0
hsa-mir-3909	MI0016413	chr22	+	35731633	35731751	intronic	10	sense	1192	hsa-miR-3909	TOM1	35695268	35743987	+	1.78	0	0.39	0.32	0.18
hsa-mir-5192	MI0018171	chr2	+	62432961	62433052	intronic	1	sense	9471	hsa-miR-5192	B3GNT2	62423262	62451866	+	0	0	0	0.16	0
hsa-mir-3665	MI0016066	chr13	-	78272147	78272251	exonic	1	antisense	0	none	SLAIN1	78271989	78338377	+	0	0	0	0	0
hsa-mir-148b	MI0000811	chr12	+	54731000	54731098	intronic	1	sense	12035	hsa-miR-148b-3p	COPZ1	54718911	54745633	+	2385.25	1410.33	391.74	1571.39	2437.25
hsa-mir-6838	MI0022684	chr7	-	44112977	44113032	intronic	10	sense	192	hsa-miR-6838-5p	POLM	44111847	44122129	-	0	0	0	0	0.18
hsa-mir-6721	MI0022556	chr6	-	32137807	32137893	exonic	6	sense	0	hsa-miR-6721-5p	AGPAT1	3478807	3488712	-	0.45	0	0	1.11	0
hsa-mir-4672	MI0017303	chr9	-	130631694	130631774	intronic	5	sense	2328	none	AK1	130628759	130640022	-	0	0	0	0	0
hsa-mir-6722	MI0022557	chr9	-	139641345	139641422	intronic	2	sense	454	none	LCN6	139638469	139642980	-	0	0	0	0	0
hsa-mir-3944	MI0016601	chr10	-	135185060	135185167	intronic	1	sense	1583	hsa-miR-3944-5p	ECHS1	135175987	135186908	-	0.22	0	0	0	0
hsa-mir-4446	MI0016789	chr3	+	113313723	113313789	intronic	10	sense	1828	none	SIDT1	113251218	113348422	+	0	0	0	0	0
hsa-mir-8085	MI0025921	chr19	+	45261914	45261978	intronic	7	sense	244	none	BCL3	45251978	45263301	+	0	0	0	0	0
hsa-mir-4463	MI0016811	chr6	+	76138123	76138189	intronic	1	antisense	64941	none	FILIP1	76017800	76203496	-	0	0	0	0	0
hsa-mir-941-3	MI0005765	chr20	+	62550914	62550985	intronic	1	sense	24238	none	DNAJC5	62526455	62567384	+	0	0	0	0	0
hsa-mir-1282	MI0006429	chr15	-	44085857	44085957	exonic	3	antisense	0	none	SERF2	44069294	44088287	+	0	0	0	0	0
hsa-mir-502	MI0003186	chrX	+	49779206	49779291	intronic	3	sense	89282	hsa-miR-502-5p	CLCN5	49687225	49863892	+	0.45	1.43	1.58	0.16	7.14
hsa-mir-4517	MI0016883	chr16	+	28969904	28969982	intronic	5	sense	2246	hsa-miR-4517	NFATC2IP	28962318	28977767	+	0.22	0.48	8.28	0	0.71
hsa-mir-302c	MI0000773	chr4	-	113569519	113569586	intronic	10	antisense	529	hsa-miR-302c-3p	LARP7	113558120	113578748	+	0	3.09	0	0	0
hsa-mir-548j	MI0006345	chr22	-	26951178	26951289	intronic	1	sense	34728	hsa-miR-548j-3p	TPST2	26921714	26986089	-	0	0.48	0	0.16	0.36
hsa-mir-2355	MI0015873	chr2	-	207974711	207974797	intronic	3	sense	13903	hsa-miR-2355-3p	KLF7	207938862	208031970	-	9.8	13.56	1.18	7.62	4.28
hsa-mir-4540	MI0016911	chr9	-	36864251	36864305	intronic	8	sense	17696	none	PAX5	36838531	37034476	-	0	0	0	0	0
hsa-mir-589	MI0003599	chr7	-	5535450	5535548	intronic	3	sense	4571	hsa-miR-589-3p	FBXL18	5515428	5553399	-	0.22	0	0.79	0.32	0.36
hsa-mir-4444-1	MI0016787	chr2	+	178077454	178077527	exonic	1	sense	0	hsa-miR-4444	HNRNPA3	178077422	178088685	+	0.22	0	0	0	0
hsa-mir-6789	MI0022634	chr19	-	2235828	2235925	exonic	2	sense	0	none	PLEKHJ1	2233155	2236328	-	0	0	0	0	0
hsa-mir-5001	MI0017867	chr2	-	233415184	233415283	exonic	1	sense	0	hsa-miR-5001-5p	TIGD1	233412779	233415226	-	0	0	0	0.32	0.18
hsa-mir-3943	MI0016600	chr7	+	43190494	43190593	intronic	2	sense	36504	hsa-miR-3943	HECW1	43152198	43602938	+	11.58	0	0.39	23.64	0
hsa-mir-3139	MI0014162	chr4	+	144264613	144264688	intronic	1	sense	6200	hsa-miR-3139	GAB1	144257983	144395718	+	0.45	0	0	0.79	0
hsa-mir-4699	MI0017332	chr12	+	81552167	81552240	intronic	7	sense	6292	hsa-miR-4699-3p	ACSS3	81471809	81649582	+	0	0	0	0	0.18
hsa-mir-6802	MI0022647	chr19	-	55751280	55751344	intronic	12	sense	23	hsa-miR-6802-5p	PPP6R1	55741147	55770038	-	0	0	0	0	0.18
hsa-mir-1256	MI0006390	chr1	-	21314807	21314925	intronic	8	sense	9169	hsa-miR-1256	EIF4G3	21132785	21503381	-	0	0.24	0	0	0
hsa-mir-548t	MI0014164	chr4	+	174189311	174189384	intronic	2	sense	19720	hsa-miR-548t-5p	GALNT7	174089904	174245118	+	2	0.48	0.39	0.32	0
hsa-mir-671	MI0003760	chr7	+	150935507	150935624	exonic	4	sense	0	hsa-miR-671-5p	CHPF2	150929585	150935905	+	45.22	115.86	56.75	133.58	23.2
hsa-mir-1909	MI0008330	chr19	-	1816158	1816237	exonic	15	sense	0	none	REXO1	1815245	1848452	-	0	0	0	0	0
hsa-mir-1908	MI0008329	chr11	-	61582633	61582712	intronic	1	sense	1315	hsa-miR-1908-3p	FADS1	61567097	61584529	-	0.22	0	0	0	0
hsa-mir-7641-2	MI0024976	chr14	+	76070552	76070604	intronic	1	sense	24568	none	FLVCR2	76044940	76114512	+	0	0	0	0	0
hsa-mir-6837	MI0022683	chr7	+	44091365	44091428	intronic	2	sense	1486	hsa-miR-6837-3p	DBNL	44084239	44101315	+	0.89	0.24	0	0.79	0.36
hsa-mir-3607	MI0015997	chr5	+	85916314	85916392	intronic	2	sense	1001	hsa-miR-3607-3p	COX7C	85913784	85916583	+	0.22	0.71	5.91	0	35.16
hsa-mir-548am	MI0016904	chrX	-	16645135	16645208	intronic	14	sense	12062	none	CTPS2	16606122	16731059	-	0	0	0	0	0
hsa-mir-489	MI0003124	chr7	-	93113248	93113331	intronic	3	sense	2912	none	CALCR	93053799	93204042	-	0	0	0	0	0
hsa-mir-6888	MI0022735	chr2	+	160043346	160043412	intronic	15	sense	936	hsa-miR-6888-3p	TANC1	159825146	160089170	+	0	0	0	0.16	0
hsa-mir-185	MI0000482	chr22	+	20020662	20020743	intronic	1	sense	11893	hsa-miR-185-5p	C22orf25	20008631	20053447	+	231.69	437.04	136.75	355.37	194.91
hsa-mir-6842	MI0022688	chr8	+	27290887	27290951	intronic	11	sense	1009	hsa-miR-6842-3p	PTK2B	27168999	27316908	+	18.27	0	0	12.85	0.89
hsa-mir-628	MI0003642	chr15	-	55665138	55665232	intronic	5	sense	3915	hsa-miR-628-3p	CCPG1	55647421	55700708	-	7.13	6.42	0.79	7.46	2.32
hsa-mir-214	MI0000290	chr1	-	172107938	172108047	intronic	14	antisense	7510	hsa-miR-214-5p	DNM3	171810621	172381857	+	0.89	14.04	15.37	0.32	5.71
hsa-mir-6786	MI0022631	chr17	+	79660787	79660899	intronic	10	sense	5	hsa-miR-6786-3p	HGS	79650962	79669151	+	0.67	0	0	0.16	0
hsa-mir-548q	MI0010637	chr10	-	12767253	12767352	intronic	3	antisense	58444	hsa-miR-548q	CAMK1D	12391583	12871733	+	0.22	1.43	0	0.48	0.54
hsa-mir-1184-3	MI0015972	chrX	+	154687178	154687276	exonic	1	sense	0	none	F8A1	154114635	154116336	+	0	0	0	0	0
hsa-mir-4640	MI0017267	chr6	+	30858660	30858749	intronic	5	sense	1453	hsa-miR-4640-5p	DDR1	2145963	2162051	+	0.89	0	0	2.22	0
hsa-mir-1284	MI0006431	chr3	-	71591121	71591240	intronic	2	sense	39460	none	FOXP1	71003865	71633140	-	0	0	0	0	0
hsa-mir-1178	MI0006271	chr12	-	120151439	120151529	exonic	34	sense	0	hsa-miR-1178-3p	CIT	120123595	120315095	-	0	0	0	0	0.18
hsa-mir-3120	MI0014136	chr1	+	172107948	172108028	intronic	14	sense	7520	hsa-miR-3120-3p	DNM3	171810621	172381857	+	0.22	0	0	0.32	0
hsa-mir-27b	MI0000440	chr9	+	97847727	97847823	intronic	14	sense	2726	hsa-miR-27b-3p	C9orf3	97488951	97849500	+	6746.07	23963.2	2600.69	10451	15795.3
hsa-mir-3661	MI0016062	chr5	+	133561448	133561543	exonic	1	antisense	0	hsa-miR-3661	PPP2CA	133532148	133561950	-	0.67	0.24	0.39	0.32	0.36
hsa-mir-4687	MI0017319	chr11	+	3877292	3877371	exonic	1	sense	0	hsa-miR-4687-5p	STIM1	3876933	4114440	+	0	0	0.39	0	0
hsa-mir-98	MI0000100	chrX	-	53583184	53583302	intronic	60	sense	1041	none	HUWE1	53559057	53713697	-	0	0	0	0	0
hsa-mir-4711	MI0017345	chr1	-	60198899	60198968	intronic	14	antisense	59094	none	FGGY	59762625	60228402	+	0	0	0	0	0
hsa-mir-1271	MI0003814	chr5	+	175794949	175795034	intronic	2	sense	1365	none	ARL10	175792502	175800503	+	0	0	0	0	0
hsa-mir-1226	MI0006313	chr3	+	47891045	47891119	intronic	21	sense	1	none	DHX30	47844399	47891686	+	0	0	0	0	0
hsa-mir-6891	MI0022738	chr6	-	31323001	31323093	intronic	4	sense	1	none	HLA-B	2701429	2704782	-	0	0	0	0	0
hsa-mir-4670	MI0017301	chr9	-	95290266	95290340	intronic	1	sense	7875	hsa-miR-4670-5p	ECM2	95255829	95298374	-	0	0.71	0	0	0
hsa-mir-214	MI0000290	chr1	-	172107938	172108047	intronic	14	antisense	7510	hsa-miR-214-3p	DNM3	171810621	172381857	+	0.45	29.74	186.41	0.48	20.35
hsa-mir-211	MI0000287	chr15	-	31357235	31357344	intronic	7	sense	935	none	TRPM1	31293264	31453476	-	0	0	0	0	0
hsa-mir-6814	MI0022659	chr21	-	43166932	43167001	intronic	4	sense	2313	none	RIPK4	43159529	43187249	-	0	0	0	0	0
hsa-mir-6514	MI0022226	chr11	-	62560174	62560243	intronic	19	sense	1487	hsa-miR-6514-5p	NXF1	62559598	62572964	-	11.81	4.76	2.36	16.66	4.11
hsa-mir-425	MI0001448	chr3	-	49057581	49057667	intronic	1	sense	612	hsa-miR-425-3p	DALRD3	49052435	49058467	-	30.97	7.61	1.97	25.38	3.03
hsa-mir-4489	MI0016850	chr11	+	65416663	65416724	intronic	9	sense	1534	hsa-miR-4489	SIPA1	65405578	65418391	+	0	0	0	0.32	0.18
hsa-mir-1539	MI0007260	chr18	+	47013743	47013792	intronic	5	antisense	1937	none	RPL17-C18ORF32	47007548	47018935	-	0	0	0	0	0
hsa-mir-340	MI0000802	chr5	-	179442303	179442397	intronic	2	sense	25056	hsa-miR-340-3p	RNF130	179382474	179499109	-	50.57	44.01	7.49	154.2	8.75
hsa-mir-6827	MI0022672	chr3	-	134086646	134086704	intronic	2	sense	2838	none	AMOTL2	134074190	134093406	-	0	0	0	0	0
hsa-mir-571	MI0003578	chr4	+	343946	344041	intronic	3	sense	5727	none	ZNF141	331596	367691	+	0	0	0	0	0
hsa-mir-301a	MI0000745	chr17	-	57228497	57228582	intronic	1	sense	3910	hsa-miR-301a-5p	SKA2	57187308	57232800	-	0	0.95	0.39	0.16	0
hsa-mir-744	MI0005559	chr17	+	11985216	11985313	intronic	3	sense	369	hsa-miR-744-3p	MAP2K4	11924135	12047051	+	2.45	1.43	0	5.24	1.43
hsa-mir-6730	MI0022575	chr1	-	12638985	12639051	intronic	3	sense	270	hsa-miR-6730-5p	DHRS3	12627939	12677820	-	0.22	0.48	0.39	0.48	0
hsa-mir-6802	MI0022647	chr19	-	55751280	55751344	intronic	12	sense	23	hsa-miR-6802-3p	PPP6R1	55741147	55770038	-	0	0.24	0	1.11	0.18
hsa-mir-3127	MI0014144	chr2	+	97464015	97464090	intronic	3	sense	631	hsa-miR-3127-5p	CNNM4	97426639	97477628	+	11.81	7.14	2.76	9.2	2.5
hsa-mir-7157	MI0023617	chr2	-	141344195	141344254	intronic	43	sense	11946	hsa-miR-7157-3p	LRP1B	140988996	142889270	-	2.45	0	0	7.77	0
hsa-mir-6858	MI0022704	chrX	+	153678668	153678734	intronic	12	sense	1	none	FAM50A	153672473	153679002	+	0	0	0	0	0
hsa-mir-4296	MI0015823	chr10	-	126721352	126721439	intronic	3	sense	6127	none	CTBP2	126676418	126849624	-	0	0	0	0	0
hsa-mir-4649	MI0017276	chr7	+	44150448	44150511	intronic	12	sense	40	hsa-miR-4649-5p	AEBP1	44143960	44154159	+	0	0	0	0.16	0
